1000,-1.0021093842042548,
2000,-1.0021988580751193,
3000,-1.00222741530652,
4000,-1.0021489255065625,
5000,-0.9998682928924109,
6000,120.02151851468395,
7000,6.976959894443531,
8000,18.40238890316904,
9000,42.57817144744282,
10000,23.64475827861365,
11000,21.89447431541074,
12000,15.681902442144185,
13000,11.829488919368021,
14000,37.36363102433703,
15000,15.954364246461129,
16000,4.913515077410858,
17000,15.652858174210525,
18000,7.817603156583651,
19000,6.687272404704036,
20000,4.717813216899117,
21000,9.834476172512847,
22000,2.769218747336759,
23000,0.824033111547049,
24000,-0.133524696616486,
25000,0.31997499905968174,
26000,-4.207441204876039,
27000,0.29123261954505586,
28000,0.2639657376414388,
29000,-3.8039094941321467,
30000,0.7450633081271675,
31000,0.0991732574505932,
32000,-5.523583291936828,
33000,-2.4006586034722046,
34000,-2.5610229275485654,
35000,-37.28453776183802,
36000,-3.3886437637022087,
37000,0.02808406131180863,
38000,-1.5134155517643042,
39000,-2.1779964224556143,
40000,-1.0714519200878325,
41000,-2.2609031904009522,
42000,-3.6248433344888604,
43000,-4.564430907110629,
44000,-2.3986223188621825,
45000,-4.171185861170173,
46000,-3.9267490146751407,
47000,-1.575528813657461,
48000,-1.7420723095096258,
49000,-1.1402987376981337,
50000,-1.3622241534171826,
51000,-1.2421314634149803,
52000,-1.5183975329168935,
53000,-1.9275121064664413,
54000,-1.3895143107213475,
55000,-1.6651272457256268,
56000,-1.4928949310003539,
57000,-1.2600041257024368,
58000,-1.2455162691783204,
59000,-1.15801396484508,
60000,-1.22194681003297,
61000,-0.9866666114903675,
62000,-0.9585396238205526,
63000,-0.9191115745523893,
64000,-1.0252592606794477,
65000,-0.9792141508770925,
66000,-0.917452585690762,
67000,-0.7932082087836415,
68000,-0.8491492019065114,
69000,-0.754782146126753,
70000,-0.8428650940539678,
71000,-0.8723189057732277,
72000,-0.8109574988749652,
73000,-0.9159350993326599,
74000,-0.09762418256308382,
75000,-0.8793781741631126,
76000,-0.7944906344130809,
77000,-0.9093530490145824,
78000,-0.7831739823571449,
79000,-0.725667392214988,
80000,-0.4778636488745936,
81000,-0.3287698639620057,
82000,0.09403646292290342,
83000,-0.5753688402362157,
84000,-0.8398906063422588,
85000,-0.8019771279267796,
86000,-0.6945765015384207,
87000,-0.7495266974452287,
88000,-0.6791851885620888,
89000,-0.7208163138601895,
90000,-0.706236252720936,
91000,-0.6754170178996526,
92000,-0.7346970656536677,
93000,-0.6964187723222941,
94000,-0.7219240472569132,
95000,-0.7063394105671046,
96000,-0.5078396984682275,
97000,-0.6645558894546678,
98000,-0.7248254897139069,
99000,-0.7150602914641854,
100000,-0.7199218660307427,
